freq_desc,year,week_ending,agg_level_desc,end_code,reference_period_desc,group_desc,congr_district_code,zip_5,location_desc,begin_code,state_ansi,watershed_code,watershed_desc,asd_desc,CV (%),domain_desc,state_alpha,short_desc,util_practice_desc,state_fips_code,domaincat_desc,sector_desc,county_name,asd_code,Value,country_code,statisticcat_desc,state_name,class_desc,prodn_practice_desc,county_code,load_time,county_ansi,unit_desc,commodity_desc,source_desc,region_desc,country_name
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, BUENA VISTA",00,19,00000000,,NORTHWEST,2.9,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,BUENA VISTA,10,183.9,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,021,2024-02-23 15:00:00.000,021,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, CHEROKEE",00,19,00000000,,NORTHWEST,2.1,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,CHEROKEE,10,185.7,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,035,2024-02-23 15:00:00.000,035,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, CLAY",00,19,00000000,,NORTHWEST,3.4,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,CLAY,10,168.1,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,041,2024-02-23 15:00:00.000,041,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, DICKINSON",00,19,00000000,,NORTHWEST,1.4,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,DICKINSON,10,182.2,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,059,2024-02-23 15:00:00.000,059,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, EMMET",00,19,00000000,,NORTHWEST,1.6,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,EMMET,10,186.1,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,063,2024-02-23 15:00:00.000,063,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, LYON",00,19,00000000,,NORTHWEST,2.9,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,LYON,10,197,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,119,2024-02-23 15:00:00.000,119,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, O BRIEN",00,19,00000000,,NORTHWEST,1.6,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,O BRIEN,10,199.5,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,141,2024-02-23 15:00:00.000,141,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, OSCEOLA",00,19,00000000,,NORTHWEST,0.8,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,OSCEOLA,10,185.3,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,143,2024-02-23 15:00:00.000,143,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, PALO ALTO",00,19,00000000,,NORTHWEST,2.0,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,PALO ALTO,10,181.1,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,147,2024-02-23 15:00:00.000,147,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, POCAHONTAS",00,19,00000000,,NORTHWEST,1.4,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,POCAHONTAS,10,186.2,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,151,2024-02-23 15:00:00.000,151,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, SIOUX",00,19,00000000,,NORTHWEST,2.7,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,SIOUX,10,201.8,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,167,2024-02-23 15:00:00.000,167,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTH CENTRAL, BUTLER",00,19,00000000,,NORTH CENTRAL,2.9,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,BUTLER,20,192.8,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,023,2024-02-23 15:00:00.000,023,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTH CENTRAL, CERRO GORDO",00,19,00000000,,NORTH CENTRAL,2.7,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,CERRO GORDO,20,182.5,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,033,2024-02-23 15:00:00.000,033,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTH CENTRAL, FLOYD",00,19,00000000,,NORTH CENTRAL,1.8,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,FLOYD,20,187.4,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,067,2024-02-23 15:00:00.000,067,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTH CENTRAL, FRANKLIN",00,19,00000000,,NORTH CENTRAL,1.7,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,FRANKLIN,20,180.1,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,069,2024-02-23 15:00:00.000,069,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTH CENTRAL, HANCOCK",00,19,00000000,,NORTH CENTRAL,1.3,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,HANCOCK,20,200,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,081,2024-02-23 15:00:00.000,081,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTH CENTRAL, HUMBOLDT",00,19,00000000,,NORTH CENTRAL,2.8,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,HUMBOLDT,20,188.4,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,091,2024-02-23 15:00:00.000,091,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTH CENTRAL, KOSSUTH",00,19,00000000,,NORTH CENTRAL,1.7,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,KOSSUTH,20,190.7,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,109,2024-02-23 15:00:00.000,109,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTH CENTRAL, MITCHELL",00,19,00000000,,NORTH CENTRAL,1.8,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,MITCHELL,20,203.3,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,131,2024-02-23 15:00:00.000,131,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTH CENTRAL, WINNEBAGO",00,19,00000000,,NORTH CENTRAL,1.3,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,WINNEBAGO,20,207.1,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,189,2024-02-23 15:00:00.000,189,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTH CENTRAL, WORTH",00,19,00000000,,NORTH CENTRAL,2.4,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,WORTH,20,205.7,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,195,2024-02-23 15:00:00.000,195,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTH CENTRAL, WRIGHT",00,19,00000000,,NORTH CENTRAL,1.7,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,WRIGHT,20,186,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,197,2024-02-23 15:00:00.000,197,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHEAST, ALLAMAKEE",00,19,00000000,,NORTHEAST,3.3,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,ALLAMAKEE,30,196.3,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,005,2024-02-23 15:00:00.000,005,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHEAST, BLACK HAWK",00,19,00000000,,NORTHEAST,2.3,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,BLACK HAWK,30,169.8,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,013,2024-02-23 15:00:00.000,013,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHEAST, BREMER",00,19,00000000,,NORTHEAST,1.2,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,BREMER,30,187.6,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,017,2024-02-23 15:00:00.000,017,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHEAST, BUCHANAN",00,19,00000000,,NORTHEAST,1.0,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,BUCHANAN,30,188.3,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,019,2024-02-23 15:00:00.000,019,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHEAST, CHICKASAW",00,19,00000000,,NORTHEAST,1.9,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,CHICKASAW,30,185.7,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,037,2024-02-23 15:00:00.000,037,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHEAST, CLAYTON",00,19,00000000,,NORTHEAST,3.6,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,CLAYTON,30,191.1,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,043,2024-02-23 15:00:00.000,043,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHEAST, DELAWARE",00,19,00000000,,NORTHEAST,2.2,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,DELAWARE,30,190.4,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,055,2024-02-23 15:00:00.000,055,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHEAST, DUBUQUE",00,19,00000000,,NORTHEAST,3.0,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,DUBUQUE,30,197.1,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,061,2024-02-23 15:00:00.000,061,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHEAST, FAYETTE",00,19,00000000,,NORTHEAST,1.1,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,FAYETTE,30,180.1,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,065,2024-02-23 15:00:00.000,065,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHEAST, HOWARD",00,19,00000000,,NORTHEAST,1.4,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,HOWARD,30,188.6,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,089,2024-02-23 15:00:00.000,089,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHEAST, WINNESHIEK",00,19,00000000,,NORTHEAST,1.2,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,WINNESHIEK,30,178.2,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,191,2024-02-23 15:00:00.000,191,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, WEST CENTRAL, AUDUBON",00,19,00000000,,WEST CENTRAL,2.5,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,AUDUBON,40,170.8,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,009,2024-02-23 15:00:00.000,009,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, WEST CENTRAL, CALHOUN",00,19,00000000,,WEST CENTRAL,2.7,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,CALHOUN,40,159.6,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,025,2024-02-23 15:00:00.000,025,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, WEST CENTRAL, CARROLL",00,19,00000000,,WEST CENTRAL,1.0,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,CARROLL,40,150.6,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,027,2024-02-23 15:00:00.000,027,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, WEST CENTRAL, CRAWFORD",00,19,00000000,,WEST CENTRAL,1.9,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,CRAWFORD,40,181.2,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,047,2024-02-23 15:00:00.000,047,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, WEST CENTRAL, GREENE",00,19,00000000,,WEST CENTRAL,4.1,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,GREENE,40,153.8,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,073,2024-02-23 15:00:00.000,073,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, WEST CENTRAL, GUTHRIE",00,19,00000000,,WEST CENTRAL,5.7,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,GUTHRIE,40,151.3,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,077,2024-02-23 15:00:00.000,077,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, WEST CENTRAL, HARRISON",00,19,00000000,,WEST CENTRAL,1.7,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,HARRISON,40,180.2,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,085,2024-02-23 15:00:00.000,085,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, WEST CENTRAL, IDA",00,19,00000000,,WEST CENTRAL,1.7,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,IDA,40,188.2,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,093,2024-02-23 15:00:00.000,093,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, WEST CENTRAL, MONONA",00,19,00000000,,WEST CENTRAL,4.4,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,MONONA,40,178.4,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,133,2024-02-23 15:00:00.000,133,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, WEST CENTRAL, SAC",00,19,00000000,,WEST CENTRAL,3.8,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,SAC,40,161,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,161,2024-02-23 15:00:00.000,161,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, WEST CENTRAL, SHELBY",00,19,00000000,,WEST CENTRAL,2.7,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,SHELBY,40,190.5,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,165,2024-02-23 15:00:00.000,165,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, WEST CENTRAL, WOODBURY",00,19,00000000,,WEST CENTRAL,2.1,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,WOODBURY,40,191,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,193,2024-02-23 15:00:00.000,193,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, CENTRAL, BOONE",00,19,00000000,,CENTRAL,3.5,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,BOONE,50,160.7,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,015,2024-02-23 15:00:00.000,015,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, CENTRAL, DALLAS",00,19,00000000,,CENTRAL,4.6,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,DALLAS,50,139.7,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,049,2024-02-23 15:00:00.000,049,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, CENTRAL, GRUNDY",00,19,00000000,,CENTRAL,2.8,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,GRUNDY,50,182.7,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,075,2024-02-23 15:00:00.000,075,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, CENTRAL, HAMILTON",00,19,00000000,,CENTRAL,3.8,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,HAMILTON,50,166.2,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,079,2024-02-23 15:00:00.000,079,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, CENTRAL, HARDIN",00,19,00000000,,CENTRAL,4.4,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,HARDIN,50,155.7,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,083,2024-02-23 15:00:00.000,083,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, CENTRAL, POLK",00,19,00000000,,CENTRAL,3.7,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,POLK,50,150.2,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,153,2024-02-23 15:00:00.000,153,BU / ACRE,CORN,SURVEY,,UNITED STATES
