freq_desc,year,week_ending,agg_level_desc,end_code,reference_period_desc,group_desc,congr_district_code,zip_5,location_desc,begin_code,state_ansi,watershed_code,watershed_desc,asd_desc,CV (%),domain_desc,state_alpha,short_desc,util_practice_desc,state_fips_code,domaincat_desc,sector_desc,county_name,asd_code,Value,country_code,statisticcat_desc,state_name,class_desc,prodn_practice_desc,county_code,load_time,county_ansi,unit_desc,commodity_desc,source_desc,region_desc,country_name
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, CENTRAL, POWESHIEK",00,19,00000000,,CENTRAL,4.6,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,POWESHIEK,50,138.2,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,157,2024-02-23 15:00:00.000,157,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, CENTRAL, STORY",00,19,00000000,,CENTRAL,2.6,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,STORY,50,148.4,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,169,2024-02-23 15:00:00.000,169,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, CENTRAL, TAMA",00,19,00000000,,CENTRAL,4.9,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,TAMA,50,132.7,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,171,2024-02-23 15:00:00.000,171,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, CENTRAL, WEBSTER",00,19,00000000,,CENTRAL,2.5,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,WEBSTER,50,173.1,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,187,2024-02-23 15:00:00.000,187,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, EAST CENTRAL, BENTON",00,19,00000000,,EAST CENTRAL,5.9,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,BENTON,60,144.8,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,011,2024-02-23 15:00:00.000,011,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, EAST CENTRAL, CEDAR",00,19,00000000,,EAST CENTRAL,2.3,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,CEDAR,60,153.3,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,031,2024-02-23 15:00:00.000,031,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, EAST CENTRAL, CLINTON",00,19,00000000,,EAST CENTRAL,2.9,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,CLINTON,60,178.4,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,045,2024-02-23 15:00:00.000,045,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, EAST CENTRAL, IOWA",00,19,00000000,,EAST CENTRAL,5.3,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,IOWA,60,151.1,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,095,2024-02-23 15:00:00.000,095,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, EAST CENTRAL, JACKSON",00,19,00000000,,EAST CENTRAL,2.5,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,JACKSON,60,185.6,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,097,2024-02-23 15:00:00.000,097,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, EAST CENTRAL, JOHNSON",00,19,00000000,,EAST CENTRAL,4.3,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,JOHNSON,60,161.8,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,103,2024-02-23 15:00:00.000,103,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, EAST CENTRAL, JONES",00,19,00000000,,EAST CENTRAL,1.8,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,JONES,60,171.6,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,105,2024-02-23 15:00:00.000,105,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, EAST CENTRAL, LINN",00,19,00000000,,EAST CENTRAL,3.9,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,LINN,60,164.9,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,113,2024-02-23 15:00:00.000,113,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, EAST CENTRAL, MUSCATINE",00,19,00000000,,EAST CENTRAL,3.8,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,MUSCATINE,60,172.8,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,139,2024-02-23 15:00:00.000,139,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, EAST CENTRAL, SCOTT",00,19,00000000,,EAST CENTRAL,1.6,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,SCOTT,60,181.3,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,163,2024-02-23 15:00:00.000,163,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHWEST, ADAIR",00,19,00000000,,SOUTHWEST,3.7,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,ADAIR,70,168.7,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,001,2024-02-23 15:00:00.000,001,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHWEST, ADAMS",00,19,00000000,,SOUTHWEST,1.7,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,ADAMS,70,173.3,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,003,2024-02-23 15:00:00.000,003,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHWEST, CASS",00,19,00000000,,SOUTHWEST,2.9,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,CASS,70,177.5,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,029,2024-02-23 15:00:00.000,029,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHWEST, FREMONT",00,19,00000000,,SOUTHWEST,2.2,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,FREMONT,70,194.8,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,071,2024-02-23 15:00:00.000,071,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHWEST, MILLS",00,19,00000000,,SOUTHWEST,4.0,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,MILLS,70,182.2,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,129,2024-02-23 15:00:00.000,129,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHWEST, MONTGOMERY",00,19,00000000,,SOUTHWEST,2.5,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,MONTGOMERY,70,184.6,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,137,2024-02-23 15:00:00.000,137,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHWEST, PAGE",00,19,00000000,,SOUTHWEST,3.2,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,PAGE,70,181.6,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,145,2024-02-23 15:00:00.000,145,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHWEST, POTTAWATTAMIE",00,19,00000000,,SOUTHWEST,4.0,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,POTTAWATTAMIE,70,176.3,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,155,2024-02-23 15:00:00.000,155,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHWEST, TAYLOR",00,19,00000000,,SOUTHWEST,2.2,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,TAYLOR,70,166.2,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,173,2024-02-23 15:00:00.000,173,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTH CENTRAL, APPANOOSE",00,19,00000000,,SOUTH CENTRAL,3.1,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,APPANOOSE,80,143.6,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,007,2024-02-23 15:00:00.000,007,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTH CENTRAL, CLARKE",00,19,00000000,,SOUTH CENTRAL,3.6,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,CLARKE,80,155.2,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,039,2024-02-23 15:00:00.000,039,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTH CENTRAL, DECATUR",00,19,00000000,,SOUTH CENTRAL,2.9,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,DECATUR,80,159.3,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,053,2024-02-23 15:00:00.000,053,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTH CENTRAL, LUCAS",00,19,00000000,,SOUTH CENTRAL,2.3,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,LUCAS,80,149.2,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,117,2024-02-23 15:00:00.000,117,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTH CENTRAL, MADISON",00,19,00000000,,SOUTH CENTRAL,4.6,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,MADISON,80,172,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,121,2024-02-23 15:00:00.000,121,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTH CENTRAL, MONROE",00,19,00000000,,SOUTH CENTRAL,5.7,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,MONROE,80,153.8,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,135,2024-02-23 15:00:00.000,135,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTH CENTRAL, RINGGOLD",00,19,00000000,,SOUTH CENTRAL,4.2,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,RINGGOLD,80,159.1,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,159,2024-02-23 15:00:00.000,159,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTH CENTRAL, UNION",00,19,00000000,,SOUTH CENTRAL,2.1,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,UNION,80,179.7,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,175,2024-02-23 15:00:00.000,175,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTH CENTRAL, WARREN",00,19,00000000,,SOUTH CENTRAL,4.4,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,WARREN,80,168,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,181,2024-02-23 15:00:00.000,181,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTH CENTRAL, WAYNE",00,19,00000000,,SOUTH CENTRAL,2.7,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,WAYNE,80,168.8,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,185,2024-02-23 15:00:00.000,185,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHEAST, DAVIS",00,19,00000000,,SOUTHEAST,1.5,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,DAVIS,90,170,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,051,2024-02-23 15:00:00.000,051,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHEAST, DES MOINES",00,19,00000000,,SOUTHEAST,2.6,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,DES MOINES,90,190.2,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,057,2024-02-23 15:00:00.000,057,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHEAST, HENRY",00,19,00000000,,SOUTHEAST,2.5,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,HENRY,90,172,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,087,2024-02-23 15:00:00.000,087,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHEAST, JEFFERSON",00,19,00000000,,SOUTHEAST,2.3,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,JEFFERSON,90,167.3,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,101,2024-02-23 15:00:00.000,101,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHEAST, KEOKUK",00,19,00000000,,SOUTHEAST,2.0,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,KEOKUK,90,163.5,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,107,2024-02-23 15:00:00.000,107,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHEAST, LEE",00,19,00000000,,SOUTHEAST,2.1,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,LEE,90,174.3,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,111,2024-02-23 15:00:00.000,111,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHEAST, LOUISA",00,19,00000000,,SOUTHEAST,3.3,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,LOUISA,90,181.6,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,115,2024-02-23 15:00:00.000,115,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHEAST, MAHASKA",00,19,00000000,,SOUTHEAST,2.5,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,MAHASKA,90,180.8,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,123,2024-02-23 15:00:00.000,123,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHEAST, VAN BUREN",00,19,00000000,,SOUTHEAST,2.6,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,VAN BUREN,90,153.5,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,177,2024-02-23 15:00:00.000,177,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHEAST, WAPELLO",00,19,00000000,,SOUTHEAST,2.1,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,WAPELLO,90,170.6,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,179,2024-02-23 15:00:00.000,179,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, SOUTHEAST, WASHINGTON",00,19,00000000,,SOUTHEAST,3.2,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,WASHINGTON,90,185.4,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,183,2024-02-23 15:00:00.000,183,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, OTHER COUNTIES",00,19,00000000,,,1.7,TOTAL,IA,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",GRAIN,19,NOT SPECIFIED,CROPS,OTHER COUNTIES,99,175.4,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,998,2024-02-23 15:00:00.000,,BU / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, CHEROKEE",00,19,00000000,,NORTHWEST,2.2,TOTAL,IA,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",SILAGE,19,NOT SPECIFIED,CROPS,CHEROKEE,10,21,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,035,2024-02-23 15:00:00.000,035,TONS / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, CLAY",00,19,00000000,,NORTHWEST,12.3,TOTAL,IA,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",SILAGE,19,NOT SPECIFIED,CROPS,CLAY,10,20,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,041,2024-02-23 15:00:00.000,041,TONS / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, EMMET",00,19,00000000,,NORTHWEST,12.5,TOTAL,IA,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",SILAGE,19,NOT SPECIFIED,CROPS,EMMET,10,18.5,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,063,2024-02-23 15:00:00.000,063,TONS / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, LYON",00,19,00000000,,NORTHWEST,3.3,TOTAL,IA,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",SILAGE,19,NOT SPECIFIED,CROPS,LYON,10,22,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,119,2024-02-23 15:00:00.000,119,TONS / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, O BRIEN",00,19,00000000,,NORTHWEST,5.7,TOTAL,IA,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",SILAGE,19,NOT SPECIFIED,CROPS,O BRIEN,10,21.5,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,141,2024-02-23 15:00:00.000,141,TONS / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, PALO ALTO",00,19,00000000,,NORTHWEST,12.9,TOTAL,IA,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",SILAGE,19,NOT SPECIFIED,CROPS,PALO ALTO,10,19.5,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,147,2024-02-23 15:00:00.000,147,TONS / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, POCAHONTAS",00,19,00000000,,NORTHWEST,8.8,TOTAL,IA,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",SILAGE,19,NOT SPECIFIED,CROPS,POCAHONTAS,10,21.5,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,151,2024-02-23 15:00:00.000,151,TONS / ACRE,CORN,SURVEY,,UNITED STATES
ANNUAL,2020,,COUNTY,00,YEAR,FIELD CROPS,,,"IOWA, NORTHWEST, SIOUX",00,19,00000000,,NORTHWEST,3.4,TOTAL,IA,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",SILAGE,19,NOT SPECIFIED,CROPS,SIOUX,10,22.5,9000,YIELD,IOWA,ALL CLASSES,ALL PRODUCTION PRACTICES,167,2024-02-23 15:00:00.000,167,TONS / ACRE,CORN,SURVEY,,UNITED STATES
